timestamp,datetime,year,month,day,hour,weekday,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,temperature,humidity,wind_speed,precipitation,is_weekend,hour_sin,hour_cos,aqi_rolling_mean,aqi_rolling_std,aqi_rolling_max,aqi_rolling_min,pm2_5_rolling_mean,pm2_5_rolling_std,pm2_5_rolling_max,pm2_5_rolling_min,pm10_rolling_mean,pm10_rolling_std,pm10_rolling_max,pm10_rolling_min,aqi_lag_1,aqi_lag_24,aqi_lag_48,pm2_5_lag_1,pm2_5_lag_24,pm2_5_lag_48,pm10_lag_1,pm10_lag_24,pm10_lag_48,aqi_ema,pm2_5_ema,pm10_ema,temp_aqi_interaction,humidity_wind_interaction,daily_avg_aqi,monthly_avg_aqi,weekly_avg_aqi,aqi_median,aqi_max,aqi_min,aqi_trend,aqi_seasonal,aqi_residual,is_aqi_spike,is_aqi_dip
1729951200,2024-10-26 14:00:00,2024,10,26,14,5,-1.8675405675672065,761.03,0.02,36.67,34.33,3.61,-0.9748452846879825,-0.8963837100348193,4.02,1.5115608556196738,1.3633559284298535,0.6242563703085722,0.0,1,-0.4999999999999997,-0.8660254037844388,3.0,0.0,3.0,3.0,29.455416666666665,2.907879818051699,33.84,24.64,75.525,6.381980747453773,84.86,64.42,3.0,3.0,3.0,27.93,32.73,47.12,79.18,75.87,90.87,3.0499072939854193,32.035361684700945,78.82902090543577,86.16,1162.5,4.208333333333333,4.219101123595506,3.6951219512195124,3.0,3.0,3.0,3.484828321672129,-0.37818635916111365,-0.10664196251101554,0,0
1729954800,2024-10-26 15:00:00,2024,10,26,15,5,-1.8675405675672065,600.81,0.0,24.33,49.35,3.19,-0.9672877819585098,-0.867796254335966,3.48,1.5115608556196738,1.3633559284298535,0.6242563703085722,0.0,1,-0.7071067811865471,-0.7071067811865479,3.0,0.0,3.0,3.0,29.390833333333333,2.88760306297037,33.84,24.64,75.82041666666667,6.630824251450512,84.86,64.42,3.0,3.0,4.0,28.72,31.07,51.4,80.9,77.38,96.6,3.045914710466586,31.83413274992487,79.2802992330009,88.56,1162.5,4.208333333333333,4.219101123595506,3.6951219512195124,3.0,3.0,3.0,3.538358355073813,-0.17591235437493852,-0.36244600069887456,0,0
1729958400,2024-10-26 16:00:00,2024,10,26,16,5,-1.8675405675672065,607.49,0.0,21.93,55.07,3.76,-0.9349794577900141,-0.8103811122181005,4.31,1.5115608556196738,1.3633559284298535,0.6242563703085722,0.0,1,-0.8660254037844385,-0.5000000000000004,3.0,0.0,3.0,3.0,29.518333333333334,2.9763337042141425,33.84,24.64,76.54541666666667,7.361493810578763,91.64,64.42,3.0,3.0,4.0,29.52,29.88,60.72,84.47,74.24,108.51,3.0422415336292588,31.922602129930883,80.26907529436083,98.82,1162.5,4.208333333333333,4.219101123595506,3.6951219512195124,3.0,3.0,3.0,3.5916200294032308,-0.313709154917747,-0.2779108744854839,0,0
1729962000,2024-10-26 17:00:00,2024,10,26,17,5,-0.598834133580179,774.38,0.0,29.47,47.21,5.3,-0.8680010898500626,-0.728462436644075,6.84,1.5115608556196738,1.3633559284298535,0.6242563703085722,0.0,1,-0.9659258262890683,-0.25881904510252063,3.0416666666666665,0.20412414523193173,4.0,3.0,29.882916666666663,3.659107136479114,40.03,24.64,77.63208333333334,8.989922367110168,101.87,64.42,3.0,3.0,4.0,32.94,31.28,67.43,91.64,75.79,115.97,3.118862210938918,32.571193959536416,81.99714927081197,160.12,1162.5,4.208333333333333,4.219101123595506,3.6951219512195124,3.0,4.0,3.0,3.6442817557455527,0.11041039532275271,0.24530784893169466,1,0
1729965600,2024-10-26 18:00:00,2024,10,26,18,5,-0.598834133580179,1068.12,0.02,42.84,32.9,7.87,-0.7680531162527865,-0.6195578435055855,10.89,1.5115608556196738,1.3633559284298535,0.6242563703085722,0.0,1,-1.0,-1.8369701987210297e-16,3.0833333333333335,0.28232985128664007,4.0,3.0,30.585416666666664,5.559019290397811,50.61,24.64,79.11083333333333,11.855185222790393,115.47,64.42,4.0,3.0,4.0,40.03,33.75,70.3,101.87,79.98,119.03,3.1893532340638044,34.01429844277351,84.67497732914703,202.44,1162.5,4.208333333333333,4.219101123595506,3.6951219512195124,3.0,4.0,3.0,3.6960975065411454,0.10436304141795223,0.19953945204090218,1,0
1729969200,2024-10-26 19:00:00,2024,10,26,19,5,-0.598834133580179,1401.9,0.64,58.95,13.95,10.13,-0.6689553617125762,-0.5238659399758099,13.55,1.5115608556196738,1.3633559284298535,0.6242563703085722,0.0,1,-0.9659258262890684,0.2588190451025203,3.125,0.3378319623460882,4.0,3.0,31.74,8.345898758489525,61.1,24.64,81.07000000000001,15.425188604301145,127.42,64.42,4.0,3.0,4.0,50.61,33.39,69.93,115.47,80.4,117.84,3.2542049753387,36.181154567351626,88.09457914281528,244.4,1162.5,4.208333333333333,4.219101123595506,3.6951219512195124,3.0,4.0,3.0,3.7469226268141607,0.0979147740467444,0.15516259913909503,1,0
1729972800,2024-10-26 20:00:00,2024,10,26,20,5,-0.598834133580179,1375.2,1.59,59.63,5.99,9.06,-0.693422776799244,-0.5665469312572914,10.26,1.5115608556196738,1.3633559284298535,0.6242563703085722,0.0,1,-0.8660254037844386,0.5000000000000001,3.1666666666666665,0.3806934938134406,4.0,3.0,32.937083333333334,9.957391171851985,61.1,24.64,83.05125,17.46839290099348,127.42,64.42,4.0,3.0,4.0,61.1,29.78,66.43,127.42,74.54,111.22,3.313868577311604,37.96746220196349,90.81421281139006,234.04,1162.5,4.208333333333333,4.219101123595506,3.6951219512195124,3.0,4.0,3.0,3.796773248724889,0.09103814118720771,0.11218861008790304,1,0
1729976400,2024-10-26 21:00:00,2024,10,26,21,5,-0.598834133580179,1108.17,0.49,48.67,10.91,7.45,-0.7486870155085129,-0.6362138401032369,7.22,1.5115608556196738,1.3633559284298535,0.6242563703085722,0.0,1,-0.7071067811865477,0.7071067811865474,3.2083333333333335,0.41485111699905347,4.0,3.0,33.99166666666667,10.655735612770984,61.1,24.64,84.85208333333334,18.291136361201264,127.42,64.42,4.0,3.0,4.0,58.51,27.35,67.02,122.09,70.17,109.34,3.368759091126676,39.14286522580642,92.62027578647887,210.64,1162.5,4.208333333333333,4.219101123595506,3.6951219512195124,3.0,4.0,3.0,3.8457439263999604,-0.11898309280264038,0.27323916640267987,0,0
1729980000,2024-10-26 22:00:00,2024,10,26,22,5,-0.598834133580179,867.84,0.02,34.27,25.39,6.44,-0.7812787460293636,-0.6866622913365077,5.89,1.5115608556196738,1.3633559284298535,0.6242563703085722,0.0,1,-0.5000000000000004,0.8660254037844384,3.25,0.44232586846469146,4.0,3.0,34.94541666666667,10.959292257046656,61.1,24.64,86.495,18.44991740290222,127.42,64.42,4.0,3.0,4.0,52.66,26.32,65.1,113.39,67.66,105.05,3.419258363836542,39.948236007741905,93.77785372356057,196.84,1162.5,4.208333333333333,4.219101123595506,3.6951219512195124,3.0,4.0,3.0,3.893938309571254,0.07583095698508771,0.03023073344365823,0,0
1729983600,2024-10-26 23:00:00,2024,10,26,23,5,-0.598834133580179,794.41,0.0,27.76,33.97,6.74,-0.773248899379299,-0.6915469826463958,6.21,1.5115608556196738,1.3633559284298535,0.6242563703085722,0.0,1,-0.25881904510252157,0.9659258262890681,3.2916666666666665,0.4643056214875366,4.0,3.0,35.97,11.182114212476549,61.1,24.64,88.1825,18.343792517171703,127.42,64.42,4.0,3.0,4.0,49.21,25.47,57.35,107.09,65.98,94.54,3.4657176947296184,40.75717712712256,94.79402542567573,200.24,1162.5,4.208333333333333,4.219101123595506,3.6951219512195124,3.0,4.0,3.0,3.9413225165593095,0.06744783455318727,-0.008770351112497021,0,0
1729987200,2024-10-27 00:00:00,2024,10,27,0,6,-0.598834133580179,881.2,0.0,28.79,34.69,8.11,-0.7249753506947924,-0.6511081447530597,7.66,1.5115608556196738,1.3633559284298535,0.6242563703085722,0.0,1,0.0,1.0,3.3333333333333335,0.48154341234307685,4.0,3.0,37.23833333333334,11.571341911083124,61.1,24.64,90.14541666666666,18.210549971201424,127.42,64.73,4.0,3.0,3.0,50.06,24.73,48.97,106.48,64.42,83.71,3.508460279151249,41.91020295695276,96.13290339162167,220.68,1162.5,4.5,4.219101123595506,3.6951219512195124,3.0,4.0,3.0,3.9876132388757903,-0.11316179645684528,0.12554855758105488,0,0
1729990800,2024-10-27 01:00:00,2024,10,27,1,6,-0.598834133580179,1214.98,0.01,40.1,27.54,11.09,-0.5931913968496126,-0.521703863494384,10.77,1.3994887019465894,1.4581122896532006,2.287114382564384,0.0,1,0.25881904510252074,0.9659258262890683,3.375,0.49453535504684026,4.0,3.0,39.09166666666667,12.946198591517703,69.12,25.54,92.76875,18.911512783510226,127.69,66.64,4.0,3.0,3.0,55.17,24.64,43.09,111.53,64.73,75.86,3.547783456819149,44.08698672039654,98.65747112029193,276.48,1717.1000000000001,4.5,4.219101123595506,3.6951219512195124,3.0,4.0,3.0,4.032660429994736,-0.12252730638027197,0.08986687638553637,0,0
1729994400,2024-10-27 02:00:00,2024,10,27,2,6,0.6698723004068484,1522.06,0.45,52.78,18.06,12.52,-0.4927710793317446,-0.4212874224681592,12.79,1.3994887019465894,1.4581122896532006,2.287114382564384,0.0,1,0.49999999999999994,0.8660254037844387,3.4583333333333335,0.5882299658752717,5.0,3.0,41.35041666666667,15.038933380068727,79.75,27.47,95.835,20.398268895007845,140.23,70.41,4.0,3.0,3.0,69.12,25.54,46.76,127.69,66.64,78.86,3.663960780273617,46.94002778276482,101.98327343066859,398.75,1717.1000000000001,4.5,4.219101123595506,3.6951219512195124,3.0,5.0,3.0,4.0765819492084905,0.09476463799606151,0.8286534127954477,1,0
1729998000,2024-10-27 03:00:00,2024,10,27,3,6,0.6698723004068484,1949.31,12.85,59.63,14.48,13.47,-0.4076547048410586,-0.33184151766250264,15.71,1.3994887019465894,1.4581122896532006,2.287114382564384,0.0,1,0.7071067811865476,0.7071067811865476,3.5416666666666665,0.6580053301400783,5.0,3.0,43.88458333333333,17.589028442696073,88.76,27.47,99.20958333333334,22.590674004835595,151.4,73.17,5.0,3.0,4.0,79.75,27.94,62.25,140.23,70.41,96.91,3.7708439178517277,50.285625560143636,105.9366115562151,443.8,1717.1000000000001,4.5,4.219101123595506,3.6951219512195124,3.0,5.0,3.0,4.119731344926286,0.256263645156146,0.6240050099175685,1,0
1730001600,2024-10-27 04:00:00,2024,10,27,4,6,0.6698723004068484,2590.18,38.44,65.8,17.52,14.9,-0.3560747487124077,-0.25921176326793655,19.76,1.3994887019465894,1.4581122896532006,2.287114382564384,0.0,1,0.8660254037844386,0.5000000000000001,3.625,0.7109393663377317,5.0,3.0,46.57333333333333,20.08055855508154,94.22,27.47,102.84708333333333,25.10414108904827,160.47,75.11,5.0,3.0,5.0,88.76,29.69,78.59,151.4,73.17,116.35,3.8691764044235897,53.80037551533214,110.29928263171789,471.1,1717.1000000000001,4.5,4.219101123595506,3.6951219512195124,3.5,5.0,3.0,4.162485699374059,0.5498961260057886,0.28761817462015227,0,0
1730005200,2024-10-27 05:00:00,2024,10,27,5,6,0.6698723004068484,2910.61,49.17,74.71,22.71,16.93,-0.3512568407223688,-0.22485877028528076,25.33,1.3994887019465894,1.4581122896532006,2.287114382564384,0.0,1,0.9659258262890683,0.25881904510252074,3.7083333333333335,0.7506036218280918,5.0,3.0,49.245,22.03474765791128,94.73,27.47,106.5825,27.365477339158563,164.76,78.32,5.0,3.0,5.0,94.22,30.61,77.41,160.47,75.11,115.73,3.9596422920697028,57.074745474105576,114.65614002118046,473.65000000000003,1717.1000000000001,4.5,4.219101123595506,3.6951219512195124,4.0,5.0,3.0,4.204972007426989,0.5388315203520619,0.25619647222094866,0,0
1730008800,2024-10-27 06:00:00,2024,10,27,6,6,0.6698723004068484,2563.48,33.08,78.14,42.92,16.45,-0.40850492389812426,-0.25993245542841187,26.6,1.3994887019465894,1.4581122896532006,2.287114382564384,0.0,1,1.0,6.123233995736766e-17,3.7916666666666665,0.779027636204913,5.0,3.0,51.64291666666667,23.083032819945203,94.73,27.47,110.00166666666667,28.771075702890396,164.76,78.42,5.0,3.0,4.0,94.73,31.12,62.09,164.76,78.32,100.07,4.042870908704127,59.602365836177135,118.31404881948603,443.35,1717.1000000000001,4.5,4.219101123595506,3.6951219512195124,4.0,5.0,3.0,4.246963386938831,0.3556245078962525,0.397412105164916,0,0
